14.602591,9.681282,85.402254,113.037914,54.265049,81.45704,123.438159,62.963819,104.865825,127.687897,72.3013,97.463231,125.509536,76.990182,91.759435,0.000000
10.148572,21.752339,48.512789,102.63214,46.460157,35.375233,118.617206,63.393406,103.113114,119.746234,83.04919,86.296053,112.145987,90.791822,78.197481,0.000000
4.534631,29.141044,66.764566,108.357318,57.640901,87.814694,118.353839,70.301621,101.951843,120.073963,79.920271,94.668782,111.24315,81.488056,93.586938,0.000000
8.358668,39.133555,51.239971,108.18003,58.462851,62.68048,118.675828,84.837158,86.904304,117.869978,110.05755,68.427562,107.355509,125.536301,50.529699,0.000000
6.744948,30.510118,72.644568,112.558976,60.948156,92.154127,120.674354,87.320002,88.640194,121.967889,108.78212,68.525853,110.218886,127.570954,50.753534,0.000000
8.241035,31.208963,39.688875,110.338415,54.165542,82.330584,119.433593,88.817474,87.039885,121.185196,122.206449,58.827483,113.04306,139.976882,38.370794,0.000000
6.122476,29.417826,69.869996,111.530397,62.938283,90.937828,119.095407,89.413962,85.764981,119.910411,106.954271,70.190996,106.553045,125.856675,52.494114,0.000000
10.08719,31.411397,22.891043,109.34487,48.028737,78.72213,119.491842,82.795293,94.45876,120.856578,118.499273,61.503438,111.677298,138.586185,40.572905,0.000000
4.972652,32.173807,68.46814,112.517363,62.264228,89.445573,120.430724,90.360404,85.950229,121.588852,113.44603,65.170482,109.79834,134.111146,45.120069,0.000000
10.10318,30.413121,31.805828,110.036334,49.169888,81.15637,118.991435,89.294537,87.452353,120.129391,125.054465,54.549932,110.559597,145.119891,33.806461,0.000000
6.638367,10.368857,101.18486,116.827246,54.103471,97.611784,126.616396,65.829306,110.128651,131.337751,73.596585,94.588347,127.708097,70.369443,98.286185,0.000000
17.045515,29.764778,22.098625,104.053788,47.314571,57.790679,115.234447,71.677367,103.281661,114.537627,91.655202,77.611782,106.439819,95.994024,74.26249,0.000000
6.175726,7.922162,84.353873,116.077853,54.588181,92.594654,125.917213,65.425312,106.351242,131.296166,71.083749,91.985706,127.639249,61.627862,104.298428,0.000000
13.284441,26.619519,22.107634,105.420342,42.363706,51.003314,118.269018,62.051203,106.470067,117.309311,85.212811,81.684238,108.426228,91.504718,75.99941,0.000000
11.072552,4.809682,53.233377,111.587203,55.252485,83.097941,123.886882,59.954783,98.867607,127.488816,68.268397,91.688084,124.959731,63.796588,91.890584,0.000000
13.217516,19.19838,22.895148,97.764171,60.234575,50.740949,112.754415,70.432394,92.968869,112.941591,88.319784,77.356733,107.402666,91.747059,74.716803,0.000000
8.71024,18.43077,68.145642,112.347353,56.201051,88.603189,120.196741,68.486576,100.559385,123.153261,76.674063,96.277803,118.176948,79.527431,93.105352,0.000000
9.576276,32.190836,29.092028,100.051956,62.958019,65.798367,109.450148,86.167376,87.55221,107.94975,107.031295,68.462256,99.742385,119.351722,53.13019,0.000000
8.190103,23.920831,84.310303,114.080925,56.987922,95.071412,121.548554,77.359778,97.612037,124.052311,87.976764,88.030489,119.618605,100.082401,74.57461,0.000000
9.096115,32.954524,39.125361,101.378382,64.448375,67.235666,109.745289,91.575459,83.983125,108.40193,114.089389,62.705391,99.984308,128.838069,44.974237,0.000000
6.110848,24.845859,84.49967,111.119644,62.920544,93.516344,119.940036,82.718878,92.603517,121.837942,95.747348,81.853506,113.360211,107.331165,69.91552,0.000000
9.119594,30.646144,30.615354,102.618354,62.017462,81.497157,110.816969,89.145893,85.654984,110.056084,114.186217,64.251731,101.903562,127.483789,47.464686,0.000000
6.111897,27.366249,87.880493,111.439811,59.713599,92.990577,119.986695,79.415267,94.595874,122.814639,90.929012,87.114852,115.606523,105.524028,71.455444,0.000000
9.841216,34.220829,40.146865,103.47296,60.377408,80.520844,111.580841,86.499815,89.746118,111.119054,110.400052,67.472618,102.988365,126.543698,47.248247,0.000000
7.208158,20.463922,95.787293,115.318305,54.957465,99.771574,124.584222,71.193488,105.033374,128.090608,81.472565,92.597016,123.896595,86.601498,90.459009,0.000000
9.007645,36.824566,33.668494,104.347365,63.241114,79.288074,111.560651,90.750208,84.214339,110.325888,113.850082,64.160029,101.633057,129.382813,45.858257,0.000000
7.134794,20.412442,89.291015,114.922162,57.752486,96.35735,123.594145,78.133556,96.403397,127.174453,84.97544,89.664017,122.57522,96.142027,80.11378,0.000000
8.349511,35.34976,32.052196,104.454855,64.670324,79.341905,111.601856,93.188082,81.610714,110.789666,115.720725,62.519599,102.290055,130.805427,44.565372,0.000000
5.981799,24.754565,86.743248,114.624899,56.495447,96.325254,121.408038,80.178005,95.685094,122.536604,94.948477,81.820592,115.196652,109.248874,69.037719,0.000000
12.385675,35.498295,37.89412,101.513066,51.957606,68.426398,110.570563,75.762409,99.000999,108.629542,100.309916,75.292465,100.387338,113.248493,58.168082,0.000000
5.361928,24.024369,72.882299,115.103471,57.498575,94.379082,123.243092,77.399122,96.452292,125.637757,88.537185,86.901031,119.515512,94.335502,80.848879,0.000000
10.046898,34.649551,46.157377,102.854201,54.556756,67.650219,110.576857,78.488348,94.182918,109.49122,102.669653,72.666725,100.935523,115.391228,55.289678,0.000000
5.977335,27.330725,85.051939,111.884211,65.606499,92.206269,120.54675,87.774772,88.264077,123.034135,102.395858,74.744943,114.092479,118.0496,57.594765,0.000000
10.218342,28.658344,37.361377,102.485915,51.407326,56.104623,114.358034,74.516007,98.734884,114.017965,95.971339,79.147235,108.325051,103.659473,66.571714,0.000000
4.549349,30.146194,78.204978,112.461273,59.959815,89.115169,120.072495,84.154082,89.502915,121.842092,100.675621,76.587233,112.949796,117.540421,59.661102,0.000000
